Parameter	DF	Estimate	Standard
Error	t Value
BsmtFinType1 BLQ	1	-0.105361	0.039628	-2.66
BsmtFinType1 GLQ	1	-0.086128	0.036711	-2.35
BsmtFinType1 LwQ	1	-0.126670	0.040834	-3.10
BsmtFinType1 NA	0	0	.	.
BsmtFinType1 Rec	1	-0.119039	0.040151	-2.96
BsmtFinType1 Unf	0	0	.	.
LogBsmtFinSF1	1	0.028180	0.007314	3.85
BsmtFinSF2	1	0.000063953	0.000027619	2.32
BsmtUnfSF	1	0.000024454	0.000019112	1.28
Heating GasA	1	-0.034565	0.076454	-0.45
Heating GasW	1	0.084826	0.079303	1.07
Heating Grav	1	-0.083981	0.112233	-0.75
Heating OthW	1	0.006871	0.135507	0.05
Heating Wall	0	0	.	.
HeatingQC Ex	1	0.038287	0.010715	3.57
HeatingQC Fa	1	0.027651	0.023930	1.16
HeatingQC Gd	1	0.014087	0.011048	1.28
HeatingQC Po	1	-0.078457	0.114728	-0.68
HeatingQC TA	0	0	.	.
CentralAir N	1	-0.088836	0.019646	-4.52
CentralAir Y	0	0	.	.
Log1stFlrSF	1	0.346367	0.027336	12.67
2ndFlrSF	1	0.000209	0.000020450	10.22
BsmtFullBath	1	0.019871	0.009395	2.12
FullBath	1	0.022106	0.011209	1.97
HalfBath	1	0.026308	0.010443	2.52
KitchenAbvGr	1	-0.055568	0.032921	-1.69
KitchenQual Ex	1	0.071307	0.018367	3.88
KitchenQual Fa	1	0.000653	0.025117	0.03
KitchenQual Gd	1	-0.003759	0.010697	-0.35
KitchenQual TA	0	0	.	.
TotRmsAbvGrd	1	0.005667	0.004358	1.30
Functional Maj1	1	-0.063272	0.036501	-1.73
Functional Maj2	1	-0.245460	0.059838	-4.10
Functional Min1	1	-0.055121	0.023432	-2.35
Functional Min2	1	-0.066112	0.022878	-2.89
Functional Mod	1	-0.074363	0.036531	-2.04
Functional Typ	0	0	.	.
Fireplaces	1	0.017657	0.006812	2.59
GarageType 2Types	1	-0.075196	0.054452	-1.38
GarageType Attchd	1	-0.010778	0.011429	-0.94
GarageType Basment	1	-0.028586	0.032345	-0.88
GarageType BuiltIn	1	-0.036827	0.019536	-1.89
GarageType CarPort	1	-0.019726	0.043611	-0.45
GarageType Detchd	0	0	.	.
GarageFinish Fin	1	0.017795	0.012273	1.45
GarageFinish RFn	1	0.018071	0.010839	1.67
GarageFinish Unf	0	0	.	.
GarageCars	1	0.035750	0.011525	3.10
LogGarageArea	1	0.032566	0.018670	1.74
GarageQual Ex	1	0.317891	0.122978	2.58
GarageQual Fa	1	-0.033383	0.021745	-1.54
GarageQual Gd	1	0.023360	0.036856	0.63
GarageQual Po	1	-0.107260	0.100091	-1.07
GarageQual TA	0	0	.	.
GarageCond Ex	1	-0.321564	0.143180	-2.25
GarageCond Fa	1	-0.021429	0.025405	-0.84
GarageCond Gd	1	0.026731	0.050697	0.53
GarageCond Po	1	0.107092	0.069654	1.54
GarageCond TA	0	0	.	.
PavedDrive N	1	-0.011264	0.019058	-0.59
PavedDrive P	1	-0.037773	0.025582	-1.48
PavedDrive Y	0	0	.	.
LogWoodDeckSF	1	0.003105	0.001455	2.13
LogOpenPorchSF	1	0.003180	0.001924	1.65
LogEnclosedPorch	1	0.004931	0.002279	2.16
Log3SsnPorch	1	0.011069	0.004903	2.26
LogScreenPorch	1	0.008839	0.002403	3.68
LogPoolArea	1	0.839796	0.644726	1.30
PoolQC Ex	1	-5.107219	4.050150	-1.26
PoolQC Fa	1	-5.357974	4.104926	-1.31
PoolQC Gd	1	-5.153240	4.099669	-1.26
PoolQC NA	0	0	.	.
Fence GdPrv	1	-0.022975	0.018218	-1.26
Fence GdWo	1	-0.030021	0.018164	-1.65
Fence MnPrv	1	-0.003539	0.011608	-0.30
Fence MnWw	1	-0.031698	0.035007	-0.91
Fence NA	0	0	.	.
SaleType COD	1	0.021975	0.020988	1.05
SaleType CWD	1	0.067437	0.053746	1.25
SaleType Con	1	0.080819	0.029332	2.76
SaleType New	1	0.117770	0.066694	1.77
SaleType Oth	1	0.163032	0.102664	1.59
SaleType WD	0	0	.	.
SaleCondition Abnorml	1	0.010226	0.067035	0.15
SaleCondition AdjLand	1	0.313303	0.126678	2.47
SaleCondition Alloca	1	0.038659	0.078327	0.49
SaleCondition Family	1	0.030843	0.070340	0.44
SaleCondition Normal	1	0.072764	0.065950	1.10
SaleCondition Partial	0	0	.	.

